class,conversation,synthetic
1,와 너 핸드폰 좋은 거 쓴다? 나 하루만 빌려주라. 아 안 돼. 이거 지난주에 우리 아빠가 사주신 거야. 그게 내가 알 바야? 그래도. 부모님이 검사하신단 말야. 네가 애냐? 핸드폰 검사 맡게? 그냥 유심칩만 바꿔. 내가 너한테 핸드폰을 왜 빌려줘야 해? 이 새끼가 말이 많네? 나 바쁘니까 빨리 내놔. 싫어. 난 너한테 분명 말했어. 가져갈게. 깨끗이 쓰고 줄게. 아 알겠어. 그럼 최대한 빨리 돌려줘.,no
3,야 네? 너 몇학번인데 인사를 안해? 죄송합니다. 못봤어요. 어쭈?? 기강 빠진거 보소 아닙니다. 대답말고 바로 고개 숙여 인사해야지 선배가 말하면 죄 죄송합니다. 어휴 니네학번의 미래가 갑갑하다 죄송합니다.,no
4,물건이 주제가 되면 다음과 같이 대화를 구성할 수 있습니다 물건 요즘 신선한 과일 많이 먹으셨어요? 친구 네 최근에 산 복숭아를 먹었는데 정말 맛있었어요. 물건 복숭아라! 그럼 나도 사고 싶었는데 친구 그럼 함께 먹으면 어떨까요? 맛있게 즐기면서 얘기해요. 물건 하하 좋은 생각이에요. 다음 주말에 또 만나봅시다. 친구 물론이죠 좋은,keyword
2,어유 청년 공장일 힘들지 한잔해 네 감사합니다. 아니 우선 나 이런거 해보고 싶어 커플들이 마시듯이 술을 같이 마셔보고 싶어 청년 같이 해볼까? 네? 저 여자친구 있는데. 그래서 하기 싫다는거야? 네 알겠습니다. 아주 재밌게들 논다.,no
2,오사원 일처리도 빠르고 잘하는걸 감사합니다. 그럼 이것도 부탁해요 네 사원전표정리 부탁해요 네?네. 사원 자료 좀 준비해줘 네? 그부분은 제 분야가 아닌. 에이사원이 능력이 좋아서 그런거야다 사원한테 도움이 되는거라고. 부탁해 네. 사원! 전표에서 이부분이 틀렸잖아!! 죄송합니다. 그 부분은 제 영역이 아니라 실수한거 같아요. 자기 영역 아니면 틀려도 되는거야?! 제대로 해야할거 아니야. 다시해와!,no
4,방해가 어떻게 우리의 하루를 방해하는지 이야기해봐. 첫 번째 방해 요소는 무엇일까? 그렇다면 두 번째 방해 요소는? 삼 번째 방해 요소는... 이렇게 계속해서 방해 요소를 찾아봐. 방해가 없으면 우리의 하루가 얼마나 행복할까요?,keyword
1,야. 화장실에서 빨리나와. 나 급해. 왜에? 난 아주 평온하게 볼일중인데? 야. 빨리 안나오면 죽여버린다. 내장이 베베꼬이는 느낌이란말야. 야!! 어 그럼 그때 내가 갖고싶었던 샤프 나줘 뭐? 그걸 왜 줘야하는데! 싫으면 거기 계속 있던가 쾅쾅쾅!! 줄께줄께 빨리나와!! 안나오면 진짜 문 부숴버린다!!! 철컥. 들어가봐 후.,no
3,아 김여사 진짜 짜증나네 아줌마 ! 차 좀 빨리 뺍시다 아 죄송합니다 ! 제가 초보운전이라 . 아 진짜 아줌마가 뭔 운전이야 집에서 밥이나 할 것이지 나와서 민폐 끼치네 말이 너무 심한 거 아녜요.? 뭐? 이 아줌마가 겁 상실했고만 김여사 앞으로 운전하지말고 집에서 애나 키우면서 남편 내조나 잘해 여자가 뭔 운전이야 저런 사람을 다 봤나! 하 어이가 없어서,no
2,야 김폐급. 일병 김사훈. 나 근무 넣지 말라고했지? 죽고싶냐? 중대장님께서. 박근우상병님 꼭 투입하라고 하셨습니다. 중대장? 너 그 짬 쳐먹고 아직 그딴거 하나 커버 못쳐? 그래서 니가 폐급인거야. 너무 안 쳐맞아서 그런가? 죄송합니다. 앞으로 이런 일 없도록 하겠습니다. 야 됐고 병인이불러와. 이병인일병 말씀이십니까.? 병인이는 왜. 맞선임이 개 폐급인거 알려줘야지. 너는 병인이한테부터 먹히는거야. 박근우상병님 정말 죄송합니다. 한번만 기회를 더 주십시오. 됐고 병인이 불러와. 올때 니새끼 하이바 챙겨오고.,no
0,내 부하를 살려내지 않으면 당상 죽여버리겠다. 누구십니까?? 살려내라니요. 긴 말은 필요 없다 당장 살려내 잠시만요 너무 피가 많이납니다! 죽고 싶은 거냐? 살려내!! 당장 살려내라니요. 피가 너무나서 과다출혈위험이 있어요 지금 당장 살려내지않으면 바로 죽여버리겠다. . 준비할 시간이 필요합니다! 당장 수술실에 들어가서 살려내라! 준비하겠습니다.,no
3,어머 야 저 알바생 땀 흘리는 거 봐. 지금 기온이 높은것도 아닌데 왜 저렇게 땀을 흘려? 보면 모르냐? 저 육중한 몸매에 숨도 거칠게 쉬고 그냥 이족보행하는 돼지잖아. 아 말 진짜 웃기게 하네. 아니 근데 진짜 더러워. 저 육수 우리 커피에 들어가는 거 아니야? 헐 진짜 그러네. 말해야겠다. 저기요! 더러우니까 땀을 닦고 일하시던가 하세요. 아 네 죄송합니다. 지금 바로 닦도로 할게요 하 진짜 더러워서. 저기요. 땀나면 누가 와 열심히 일하네 라고 생각할거 같아요? 그냥 돼지육수 진하게 우린다고 생각할걸요. 그리고 저기 아저씨 인간적으로 땀이 많이 나시면 음식점에는 취업 할 생각하지 말아야지. 당신 땀 음료수에 들어가서 병 걸리면 책임질겁니까? 딱봐도 성인병에 여러가지 병 다 가지고 있을거 같은데. 손님 죄송합니다. 이 커피 버리고 제가다시 깨끗하게 만들어 드릴게요. 아됐고 환불해주세요. 당신 콧김 들어간 음료조차 마시기 싫어요. 찝찝하게 진짜.,no
0,저기 엔터테이먼트죠? 다름이 아니고 그 소속사 배우 두 분 께서 연애를 하시는 모습이 포착되어 다음주 월요일에 열애설로 기사 내려고 합니다 괜찮으시죠? 안됩니다. 그 배우분들 이제 드라마 촬영해서 유명해지기 시작했어요. 드라마 끝날때까지는 기다려주세요. 그러다가 제가 다른 방송사에 기사 뺏기면요 보상해주실 건가요? 제가 허락을 구한 게 아니고 그냥 예의상 말한겁니다. 예정대로 올리겠습니다. 야 김민수기자? 내가 당신에 대해 좀 아는 게 있는데 당신 아들 아파서 꽤 오랜기간 병원에 입원해 있다지? 네그런데요.? 갑자기 저희 아이 얘기가 왜 나오는거죠.? 당신이 열애설 포기못하고 내버린다면 뭐 나도 이익 하나는 봐야지. 아픈 아들 잘 보내줄 준비하고 있어. 왜 그러시는겁니까. 열애설 어쩌피 제가 안 내도 다른 기자들이 내서 알려지게 되어 있습니다. 차라리 제가 기사 써서 사람들 민심 붙잡는 게 중요하지 않습니까? 저를 한 번 믿어봐 주십시오. 아니? 기레기가 왜 기러기인데. 허구한 날 그런 기사밖에 쓸 생각 없지? 죽고싶냐? 진짜라니까요. 제발 제 말 좀 믿어주세요. 저 아니면 다른 사람들이 쓴다니까요? 그래 알겠어 아들이랑 인사나 잘 해. 언젠가 소리없이 죽여버릴테니까.,no
0,요새 살만한가보다? 내가 뭐라고 그랬지? 매일매일 얼굴 비추라고 잘 아네? 알면서도 무시한거네? 너 미쳤냐? 미안해 왜그래? 뭐가 미안한데? 한번만 봐줘. 앞으로 말 잘 들을게 이 새끼 웃기는 새끼네. 야 내가 너 죽이기라도 하냐? 진짜 안 그럴게. 제발 부탁이야 미친 새끼가 열받게 하네 그러지마. 내가 잘못했어. 이제 그만해. 부탁이야.,no
2,오늘 회식 가는거 알지 네 알고 있습니다 저는 사정이 좀 있어서. 사정? 사정이 왜 죄송합니다 회식은 회사 아니야 그럴거면 회사도 나오지 말게 죄송합니다 두고봐,no
0,오빠 근데 왜 헤어지는거야?? 이제 별로 널 안 사랑해. 그리고 나도 이제 지칠만큼 지쳤어. 대체 어느부분이 지쳤다는건데. 내가 사과했잖아. 사과해도 우리 다시 사귀면 넌 잠깐은 바뀌겠지만 다시 돌아올거야. 싫어. 난 못 헤어져. 나 헤어지면 죽어버릴거야. 왜 그래. 너 어린애 아니잖아. 싫다고 내가 바뀐다는데 왜 오빠가 먼데 날 판단해. 나 진짜 헤어지면 가방속에 있는 칼로 내 손목 그을거야. 왜 그래. 그러지마. 그냥 우리 좋게 끝내자. 싫다고 나 진짜 죽는꼴 보고 싶어? 헤어지면 죽을거라고 그러니까 오빠도 나랑 헤어질 생각하지마 헤어지면 확 손목 그어서 죽을거니까,no
4,김과장은 무엇을 먹을까? 김치찌개와 김밥을 함께 먹으면 좋겠어. 그럼 집에서 직접 만드는 게 어떨까? 김과장을 직접 만드는 법은 쉽지 않아. 그래서 밖의 김밥 가게로 갈까. 김과장 맛있는 김밥 하나 주세요!,keyword
4,인터넷 속에 무슨 일이 있을까? 네트워크 연결 확인해보자. 그래서 컴퓨터에 연결해보았는데... 이미지도 잘 생겨나네. 이제 온라인 쇼핑할 시간이야. 구글 검색으로 관심 있는 물건 찾아볼게.,keyword
1,아야 아이고 이차가 나를 치네 아이고 사람을 치시면 어떻게 합니까 아니 먼저 직접 와서 부딫히셨잖아요 제가 봤다니까요 먼처 차로 박으시고 그런말 하시면 안돼요 아야 아파라 간단하게 100만원에 합의 해드릴께요 100만 주세요 뭔소리야 내가 안쳤다니까 100만원에 해준데 잖아요 저거 제가 보험회사 불러봤는데 200은 족히 나가요 여기서 해결하시는게 좋을 꺼에요 아저씨 100에 합의보기 싫으시면 보험회사 부르던가요 서로한테 편하다니깐요? 100만원이면 싼 가격이라니까요 알겠습니다. 죄송합니다 100만원에 합의 보죠,no
2,야 이것좀 오늘까지 만들어 이건 선배일인데요 나때는 시키지않아도 미리미리다했어 제일도못끝냈어요 그럼 야근해서라도 해줘 부모님생신이라 일찍가야해요 누구맘데로 신입이 칼퇴근을해 오늘은 진짜 일찍가야해요 선배가퇴근을 못하는데니가먼저해? 죄송합니다 지금바로할게요,no
4,신메뉴가 정말 맛있어 보인다. 오늘 먹었는데 바비큐 소스가 잘 어울렸다. 어떤 메뉴가 있나요? 최근에 시도해본 걸 추천해줄 수 있을까. 친구분이 이번 주에 가본 곳을 말했는데 그곳의 신메뉴가 인기가 많더라. 우리 같이 가볼까?,topic
3,야 쟤 왜 사는지 몰라. 에휴. 나같으면 벌써 자퇴했겠다. 내말이 야 그만해. 뭐가 맞는 말 하는구만. 너같으면 살고 싶겠냐? 사람한테 무슨 말을 그렇게 심하게 해. 도 찐따인가보네. 와 완전 냄새나 너희 진짜 너무하다.,no
3,나 이번에 살빼서 45키로 진입 성공 와 대단하네 근데 는 몇키로지? 날씬해 무시하냐? 80키로밖에 안되 하하하 진짜 웃기다 나 80키로는 아니거든 . 너 그러고 밖에다니면 사람들이 진심 쳐다볼수도있어 진짜 남친이라도 사귀려면 관리좀해 운동할거야. 니남친 왜그래 자꾸,no
1,야 일루와 저요? 네 너요 와서 돈 좀 놓고 가라 저 돈 없어요 나오면 무사히 집 못 가 저 진짜도 없어요 아오 죽을라고 지갑 내 놔 내놓으라고 여기있어요 아오 곱게 주지 잘 가라 그거 재학 원비인데 돌려주시면 안 되나요?,no
0,나랑 계속 만나줘 우린 여기까진거같아 너가 없으면 죽어버릴거야 그러지마 제발 내가 죽는꼴 보고싶지않으면 계속 만나 우리는 여기까진거같아 제발 정신차려 여기서 끝내면 난 집에가서 손목을 그을거야 미안하다 날 꼭 죽이고싶어? 제발 그러지 말아줘.,no
4,허리나 목 통증이 너무 해. 어떤 이유로든 운동을 조금 줄여봐. 몸이 아플 때는 스트레칭도 어렵네. 그럼 근육을 풀어주는 운동보다는 스트레칭으로가면 돼. 매일매일 조금씩이라도 관리하면 된다고. 병원에 가서 전문가의 조언을 받는 것도 좋은 생각이야.,topic
1,야 나 5만 원 빌려줘라 전에도 내가 3만 원 빌려줬잖아. 야 내가 안 준대? 한번에 갚을게 빌려줘라 아니 진짜 못 빌려줘. 너 이러기야? 내가 너 비밀 지켜줬잖아 그건 고맙지만. 야 나 다 말해버린다? 안 돼 그건. 아니야 여기 줄게 꼭 갚아줘. 응 땡큐,no
4,문자를 보내면 어떻게 할까? 이메일 보내기 통화하기 선택은 어때? 통화하기가 더 필요하다. 그래서 바로 통화할게. 이렇게 얘기하자면 통화가 더 좋을 것 같아.,topic
4,교통사고 목격 차가 멈춰서 있는 걸 보니 무슨 일이 있었는지 몰라. 앞쪽에 차가 막혀 있어서 가는 길이 막혀더러. 난 그냥 지나갈까 봐 걱정돼. 혹시 그곳에 사람이 있을까 봐. 이래 몇 분 기다릴까? 차가 다시 움직이려면...,topic
1,이봐 가진 것 모두 내놓으시지 아니 어두운 골목으로 잘못 들어왔군 이 칼 보이지? 얌전히 지시에 따르라구 진정하시고 칼부터 내려 놓으시오 그 목걸이 꽤 예쁜데? 오 안돼요 이건.! 이리 내! 흉기를 치우세요! 가진 건 모두 드릴 테니까 제발 ! 여보 이 목걸이는 안돼요 죽으면 다 무슨 소용이야! 어서 이리 내!,no
4,아 오늘은 뭐 하러 갈까? 나머지 시간은 어디로 가실래? 혹시 다른 계획이 있으신가요? 저는 그냥 집에서 쉬고 싶어요. 그럼 제가 만든 간단한 요리를 데려가보세요. 그럼요 맛있게 드실 거예요.,keyword
3,야 뭘봐 저 아무것도 안했는데요? 왜꼴아보냐고? 왜그러세요? 니가 나 꼴아봤잖나?죽고싶냐? 뭔가 오해가 있으시네요 오해든뭐든 괜히 쳐다보고 심기를 건드려? 그렇다면 죄송합니다 재수없는 새끼 말이좀 심하시네요,no
4,야식 먹을지 말지 고민 어떤 식당에 가면 될까? 혹시 최근에 가본 곳이 있으니까. 그럼 내가 간단히 예매할게. 나중에 얘기하고 봐. 오늘은 간단히 집에서 요리할까. 그럼 친구들과 같이 가자!,topic
2,김 비서 오늘 저녁에 뭐해? 네?? 특별한 일 없으면 밥이나 먹을까? 아닙니다 괜찮습니다. 아니 조용한 곳 가서 맥주라도 한 잔 하자구 아. 그게 교외 가서 맛있는 밥도 먹고 술도 한 잔 좋지? 제가 오늘 몸이 좀 안좋아서. 아. 건강이 안좋으면 재계약할 때 불리할거 같은데 허허 부장님 건강에 문제가 있는건 아니고요,no
3,어머 도윤아 더 예뻐졌네? 진짜? 고마워 . ! 뭐야 진짠줄 아는거야? 아. 아니었구나 참나 지가 이쁜줄아나봐 ? 꼴에 미안 . 얘 너 못생겼어 정도를 알아 . 알아 알면 가만히있어 응.,no
4,오늘 운동 후 몸이 정말 무겁고 피곤하다. 일단 오늘은 집에서 쉬면서 휴식을 취할까. 그럼 아침에 좀 더 빠르게 달리다가. 그 다음에는 가벼운 스트레칭도 해볼까. 혹시 근처 공원에 운동할 수 있는 친구가 있나요? 그렇다면 함께 나가면 더 기분이 좋을 것 같아.,topic
